16242
PING 10.0.0.8 (10.0.0.8) 56(84) bytes of data.
64 bytes from 10.0.0.8: icmp_seq=744 ttl=64 time=7701 ms
64 bytes from 10.0.0.8: icmp_seq=745 ttl=64 time=7676 ms
64 bytes from 10.0.0.8: icmp_seq=746 ttl=64 time=7898 ms
64 bytes from 10.0.0.8: icmp_seq=747 ttl=64 time=7875 ms
64 bytes from 10.0.0.8: icmp_seq=748 ttl=64 time=7854 ms
64 bytes from 10.0.0.8: icmp_seq=749 ttl=64 time=7832 ms
64 bytes from 10.0.0.8: icmp_seq=750 ttl=64 time=7811 ms
64 bytes from 10.0.0.8: icmp_seq=751 ttl=64 time=7786 ms
64 bytes from 10.0.0.8: icmp_seq=752 ttl=64 time=7765 ms
64 bytes from 10.0.0.8: icmp_seq=753 ttl=64 time=7744 ms
64 bytes from 10.0.0.8: icmp_seq=754 ttl=64 time=7964 ms
64 bytes from 10.0.0.8: icmp_seq=755 ttl=64 time=7943 ms
64 bytes from 10.0.0.8: icmp_seq=756 ttl=64 time=7921 ms
64 bytes from 10.0.0.8: icmp_seq=757 ttl=64 time=7898 ms
64 bytes from 10.0.0.8: icmp_seq=758 ttl=64 time=7875 ms
64 bytes from 10.0.0.8: icmp_seq=759 ttl=64 time=7854 ms
64 bytes from 10.0.0.8: icmp_seq=760 ttl=64 time=7833 ms
64 bytes from 10.0.0.8: icmp_seq=761 ttl=64 time=8049 ms
64 bytes from 10.0.0.8: icmp_seq=762 ttl=64 time=8030 ms
64 bytes from 10.0.0.8: icmp_seq=763 ttl=64 time=8006 ms
64 bytes from 10.0.0.8: icmp_seq=764 ttl=64 time=7986 ms
64 bytes from 10.0.0.8: icmp_seq=765 ttl=64 time=7963 ms
64 bytes from 10.0.0.8: icmp_seq=766 ttl=64 time=7944 ms
64 bytes from 10.0.0.8: icmp_seq=767 ttl=64 time=7920 ms
64 bytes from 10.0.0.8: icmp_seq=768 ttl=64 time=7900 ms
64 bytes from 10.0.0.8: icmp_seq=769 ttl=64 time=8113 ms
64 bytes from 10.0.0.8: icmp_seq=770 ttl=64 time=8091 ms
64 bytes from 10.0.0.8: icmp_seq=771 ttl=64 time=8062 ms
64 bytes from 10.0.0.8: icmp_seq=772 ttl=64 time=8042 ms
64 bytes from 10.0.0.8: icmp_seq=776 ttl=64 time=10155 ms
64 bytes from 10.0.0.8: icmp_seq=777 ttl=64 time=9146 ms
64 bytes from 10.0.0.8: icmp_seq=778 ttl=64 time=8150 ms
64 bytes from 10.0.0.8: icmp_seq=779 ttl=64 time=8125 ms
64 bytes from 10.0.0.8: icmp_seq=780 ttl=64 time=8110 ms
64 bytes from 10.0.0.8: icmp_seq=781 ttl=64 time=8084 ms
64 bytes from 10.0.0.8: icmp_seq=782 ttl=64 time=8068 ms
64 bytes from 10.0.0.8: icmp_seq=783 ttl=64 time=8290 ms
64 bytes from 10.0.0.8: icmp_seq=784 ttl=64 time=8265 ms
64 bytes from 10.0.0.8: icmp_seq=785 ttl=64 time=8246 ms
64 bytes from 10.0.0.8: icmp_seq=786 ttl=64 time=8229 ms
64 bytes from 10.0.0.8: icmp_seq=787 ttl=64 time=8201 ms
64 bytes from 10.0.0.8: icmp_seq=788 ttl=64 time=8179 ms
64 bytes from 10.0.0.8: icmp_seq=789 ttl=64 time=8154 ms
64 bytes from 10.0.0.8: icmp_seq=790 ttl=64 time=8376 ms
64 bytes from 10.0.0.8: icmp_seq=791 ttl=64 time=8350 ms
64 bytes from 10.0.0.8: icmp_seq=792 ttl=64 time=8330 ms
64 bytes from 10.0.0.8: icmp_seq=793 ttl=64 time=8306 ms
64 bytes from 10.0.0.8: icmp_seq=794 ttl=64 time=8285 ms
64 bytes from 10.0.0.8: icmp_seq=795 ttl=64 time=8262 ms
64 bytes from 10.0.0.8: icmp_seq=796 ttl=64 time=8240 ms
64 bytes from 10.0.0.8: icmp_seq=797 ttl=64 time=8219 ms
64 bytes from 10.0.0.8: icmp_seq=798 ttl=64 time=8438 ms
64 bytes from 10.0.0.8: icmp_seq=799 ttl=64 time=8414 ms
64 bytes from 10.0.0.8: icmp_seq=800 ttl=64 time=8394 ms
64 bytes from 10.0.0.8: icmp_seq=801 ttl=64 time=8370 ms
64 bytes from 10.0.0.8: icmp_seq=802 ttl=64 time=8348 ms
64 bytes from 10.0.0.8: icmp_seq=803 ttl=64 time=8325 ms
64 bytes from 10.0.0.8: icmp_seq=804 ttl=64 time=8305 ms
64 bytes from 10.0.0.8: icmp_seq=805 ttl=64 time=8525 ms
64 bytes from 10.0.0.8: icmp_seq=806 ttl=64 time=8507 ms
64 bytes from 10.0.0.8: icmp_seq=807 ttl=64 time=8486 ms
64 bytes from 10.0.0.8: icmp_seq=808 ttl=64 time=8470 ms
64 bytes from 10.0.0.8: icmp_seq=809 ttl=64 time=8450 ms
64 bytes from 10.0.0.8: icmp_seq=810 ttl=64 time=8432 ms
64 bytes from 10.0.0.8: icmp_seq=811 ttl=64 time=8410 ms
64 bytes from 10.0.0.8: icmp_seq=812 ttl=64 time=8390 ms
64 bytes from 10.0.0.8: icmp_seq=813 ttl=64 time=8369 ms
64 bytes from 10.0.0.8: icmp_seq=814 ttl=64 time=8594 ms
64 bytes from 10.0.0.8: icmp_seq=815 ttl=64 time=8599 ms
64 bytes from 10.0.0.8: icmp_seq=816 ttl=64 time=8580 ms
64 bytes from 10.0.0.8: icmp_seq=817 ttl=64 time=8559 ms
64 bytes from 10.0.0.8: icmp_seq=818 ttl=64 time=8536 ms
64 bytes from 10.0.0.8: icmp_seq=819 ttl=64 time=8513 ms
64 bytes from 10.0.0.8: icmp_seq=820 ttl=64 time=8490 ms
64 bytes from 10.0.0.8: icmp_seq=821 ttl=64 time=8466 ms
64 bytes from 10.0.0.8: icmp_seq=822 ttl=64 time=8687 ms
64 bytes from 10.0.0.8: icmp_seq=823 ttl=64 time=8665 ms
64 bytes from 10.0.0.8: icmp_seq=824 ttl=64 time=8644 ms
64 bytes from 10.0.0.8: icmp_seq=825 ttl=64 time=8620 ms
64 bytes from 10.0.0.8: icmp_seq=826 ttl=64 time=8598 ms
64 bytes from 10.0.0.8: icmp_seq=827 ttl=64 time=8575 ms
64 bytes from 10.0.0.8: icmp_seq=828 ttl=64 time=8557 ms
64 bytes from 10.0.0.8: icmp_seq=829 ttl=64 time=8532 ms
64 bytes from 10.0.0.8: icmp_seq=830 ttl=64 time=8754 ms
64 bytes from 10.0.0.8: icmp_seq=831 ttl=64 time=8728 ms
64 bytes from 10.0.0.8: icmp_seq=832 ttl=64 time=8708 ms
64 bytes from 10.0.0.8: icmp_seq=837 ttl=64 time=10314 ms
64 bytes from 10.0.0.8: icmp_seq=838 ttl=64 time=9312 ms
64 bytes from 10.0.0.8: icmp_seq=839 ttl=64 time=8800 ms
64 bytes from 10.0.0.8: icmp_seq=840 ttl=64 time=8781 ms
64 bytes from 10.0.0.8: icmp_seq=841 ttl=64 time=8761 ms
64 bytes from 10.0.0.8: icmp_seq=842 ttl=64 time=8737 ms
64 bytes from 10.0.0.8: icmp_seq=843 ttl=64 time=8710 ms
64 bytes from 10.0.0.8: icmp_seq=844 ttl=64 time=8694 ms
64 bytes from 10.0.0.8: icmp_seq=845 ttl=64 time=8903 ms
64 bytes from 10.0.0.8: icmp_seq=846 ttl=64 time=8887 ms
64 bytes from 10.0.0.8: icmp_seq=847 ttl=64 time=8868 ms
64 bytes from 10.0.0.8: icmp_seq=848 ttl=64 time=8848 ms
64 bytes from 10.0.0.8: icmp_seq=849 ttl=64 time=8824 ms
64 bytes from 10.0.0.8: icmp_seq=850 ttl=64 time=8806 ms
64 bytes from 10.0.0.8: icmp_seq=851 ttl=64 time=8782 ms
64 bytes from 10.0.0.8: icmp_seq=852 ttl=64 time=9007 ms
64 bytes from 10.0.0.8: icmp_seq=853 ttl=64 time=8980 ms
64 bytes from 10.0.0.8: icmp_seq=854 ttl=64 time=8961 ms
64 bytes from 10.0.0.8: icmp_seq=855 ttl=64 time=8936 ms
64 bytes from 10.0.0.8: icmp_seq=856 ttl=64 time=8915 ms
64 bytes from 10.0.0.8: icmp_seq=857 ttl=64 time=8893 ms
64 bytes from 10.0.0.8: icmp_seq=858 ttl=64 time=8872 ms
64 bytes from 10.0.0.8: icmp_seq=859 ttl=64 time=8850 ms
64 bytes from 10.0.0.8: icmp_seq=860 ttl=64 time=9071 ms
64 bytes from 10.0.0.8: icmp_seq=861 ttl=64 time=9049 ms
64 bytes from 10.0.0.8: icmp_seq=862 ttl=64 time=9028 ms
64 bytes from 10.0.0.8: icmp_seq=863 ttl=64 time=9004 ms
64 bytes from 10.0.0.8: icmp_seq=864 ttl=64 time=8985 ms
64 bytes from 10.0.0.8: icmp_seq=865 ttl=64 time=8963 ms
64 bytes from 10.0.0.8: icmp_seq=866 ttl=64 time=8940 ms
64 bytes from 10.0.0.8: icmp_seq=867 ttl=64 time=9159 ms
64 bytes from 10.0.0.8: icmp_seq=868 ttl=64 time=9139 ms
64 bytes from 10.0.0.8: icmp_seq=869 ttl=64 time=9108 ms
64 bytes from 10.0.0.8: icmp_seq=870 ttl=64 time=9087 ms
64 bytes from 10.0.0.8: icmp_seq=871 ttl=64 time=9061 ms
64 bytes from 10.0.0.8: icmp_seq=872 ttl=64 time=9043 ms
64 bytes from 10.0.0.8: icmp_seq=873 ttl=64 time=9018 ms
64 bytes from 10.0.0.8: icmp_seq=874 ttl=64 time=8997 ms
64 bytes from 10.0.0.8: icmp_seq=875 ttl=64 time=9215 ms
64 bytes from 10.0.0.8: icmp_seq=876 ttl=64 time=9196 ms
64 bytes from 10.0.0.8: icmp_seq=877 ttl=64 time=9172 ms
64 bytes from 10.0.0.8: icmp_seq=878 ttl=64 time=9151 ms
64 bytes from 10.0.0.8: icmp_seq=879 ttl=64 time=9130 ms
64 bytes from 10.0.0.8: icmp_seq=880 ttl=64 time=9111 ms
64 bytes from 10.0.0.8: icmp_seq=881 ttl=64 time=9092 ms
64 bytes from 10.0.0.8: icmp_seq=882 ttl=64 time=9075 ms
64 bytes from 10.0.0.8: icmp_seq=883 ttl=64 time=9295 ms
64 bytes from 10.0.0.8: icmp_seq=884 ttl=64 time=9270 ms
64 bytes from 10.0.0.8: icmp_seq=885 ttl=64 time=9248 ms
64 bytes from 10.0.0.8: icmp_seq=886 ttl=64 time=9230 ms
64 bytes from 10.0.0.8: icmp_seq=887 ttl=64 time=9210 ms
64 bytes from 10.0.0.8: icmp_seq=888 ttl=64 time=8978 ms
64 bytes from 10.0.0.8: icmp_seq=889 ttl=64 time=8953 ms
64 bytes from 10.0.0.8: icmp_seq=890 ttl=64 time=8934 ms
64 bytes from 10.0.0.8: icmp_seq=891 ttl=64 time=8908 ms
64 bytes from 10.0.0.8: icmp_seq=892 ttl=64 time=8886 ms
64 bytes from 10.0.0.8: icmp_seq=893 ttl=64 time=8861 ms
64 bytes from 10.0.0.8: icmp_seq=894 ttl=64 time=8841 ms
64 bytes from 10.0.0.8: icmp_seq=898 ttl=64 time=11199 ms
64 bytes from 10.0.0.8: icmp_seq=899 ttl=64 time=10198 ms
64 bytes from 10.0.0.8: icmp_seq=900 ttl=64 time=9197 ms
64 bytes from 10.0.0.8: icmp_seq=901 ttl=64 time=8925 ms
64 bytes from 10.0.0.8: icmp_seq=902 ttl=64 time=8904 ms
64 bytes from 10.0.0.8: icmp_seq=903 ttl=64 time=9126 ms
64 bytes from 10.0.0.8: icmp_seq=904 ttl=64 time=9108 ms
64 bytes from 10.0.0.8: icmp_seq=905 ttl=64 time=9088 ms
64 bytes from 10.0.0.8: icmp_seq=906 ttl=64 time=9065 ms
64 bytes from 10.0.0.8: icmp_seq=907 ttl=64 time=9044 ms
64 bytes from 10.0.0.8: icmp_seq=908 ttl=64 time=9022 ms
64 bytes from 10.0.0.8: icmp_seq=909 ttl=64 time=9002 ms
64 bytes from 10.0.0.8: icmp_seq=910 ttl=64 time=9223 ms
64 bytes from 10.0.0.8: icmp_seq=911 ttl=64 time=9197 ms
64 bytes from 10.0.0.8: icmp_seq=912 ttl=64 time=9169 ms
64 bytes from 10.0.0.8: icmp_seq=913 ttl=64 time=9142 ms
64 bytes from 10.0.0.8: icmp_seq=914 ttl=64 time=9122 ms
64 bytes from 10.0.0.8: icmp_seq=915 ttl=64 time=9096 ms
64 bytes from 10.0.0.8: icmp_seq=916 ttl=64 time=9074 ms
64 bytes from 10.0.0.8: icmp_seq=917 ttl=64 time=9294 ms
64 bytes from 10.0.0.8: icmp_seq=918 ttl=64 time=9274 ms
64 bytes from 10.0.0.8: icmp_seq=919 ttl=64 time=9243 ms
64 bytes from 10.0.0.8: icmp_seq=920 ttl=64 time=9220 ms
64 bytes from 10.0.0.8: icmp_seq=921 ttl=64 time=9194 ms
64 bytes from 10.0.0.8: icmp_seq=922 ttl=64 time=9172 ms
64 bytes from 10.0.0.8: icmp_seq=923 ttl=64 time=9144 ms
64 bytes from 10.0.0.8: icmp_seq=924 ttl=64 time=9368 ms
64 bytes from 10.0.0.8: icmp_seq=925 ttl=64 time=9341 ms
64 bytes from 10.0.0.8: icmp_seq=926 ttl=64 time=9318 ms
64 bytes from 10.0.0.8: icmp_seq=927 ttl=64 time=9295 ms
64 bytes from 10.0.0.8: icmp_seq=928 ttl=64 time=9270 ms
64 bytes from 10.0.0.8: icmp_seq=929 ttl=64 time=9246 ms
64 bytes from 10.0.0.8: icmp_seq=930 ttl=64 time=9224 ms
64 bytes from 10.0.0.8: icmp_seq=931 ttl=64 time=9441 ms
64 bytes from 10.0.0.8: icmp_seq=932 ttl=64 time=9420 ms
64 bytes from 10.0.0.8: icmp_seq=933 ttl=64 time=9395 ms
64 bytes from 10.0.0.8: icmp_seq=934 ttl=64 time=9372 ms
64 bytes from 10.0.0.8: icmp_seq=935 ttl=64 time=9346 ms
64 bytes from 10.0.0.8: icmp_seq=936 ttl=64 time=9325 ms
64 bytes from 10.0.0.8: icmp_seq=937 ttl=64 time=9299 ms
64 bytes from 10.0.0.8: icmp_seq=938 ttl=64 time=9276 ms
64 bytes from 10.0.0.8: icmp_seq=939 ttl=64 time=9494 ms
64 bytes from 10.0.0.8: icmp_seq=940 ttl=64 time=9472 ms
64 bytes from 10.0.0.8: icmp_seq=941 ttl=64 time=9446 ms
64 bytes from 10.0.0.8: icmp_seq=942 ttl=64 time=9426 ms
64 bytes from 10.0.0.8: icmp_seq=943 ttl=64 time=9402 ms
64 bytes from 10.0.0.8: icmp_seq=944 ttl=64 time=9379 ms
64 bytes from 10.0.0.8: icmp_seq=945 ttl=64 time=9354 ms
64 bytes from 10.0.0.8: icmp_seq=946 ttl=64 time=9575 ms
64 bytes from 10.0.0.8: icmp_seq=947 ttl=64 time=9549 ms
64 bytes from 10.0.0.8: icmp_seq=948 ttl=64 time=9528 ms
64 bytes from 10.0.0.8: icmp_seq=949 ttl=64 time=9501 ms
64 bytes from 10.0.0.8: icmp_seq=950 ttl=64 time=9480 ms
64 bytes from 10.0.0.8: icmp_seq=951 ttl=64 time=9454 ms
64 bytes from 10.0.0.8: icmp_seq=952 ttl=64 time=9432 ms
64 bytes from 10.0.0.8: icmp_seq=953 ttl=64 time=9649 ms
64 bytes from 10.0.0.8: icmp_seq=954 ttl=64 time=9631 ms
64 bytes from 10.0.0.8: icmp_seq=955 ttl=64 time=9611 ms
64 bytes from 10.0.0.8: icmp_seq=960 ttl=64 time=11519 ms
64 bytes from 10.0.0.8: icmp_seq=961 ttl=64 time=10518 ms
64 bytes from 10.0.0.8: icmp_seq=962 ttl=64 time=9517 ms
64 bytes from 10.0.0.8: icmp_seq=963 ttl=64 time=9244 ms
64 bytes from 10.0.0.8: icmp_seq=964 ttl=64 time=9226 ms
64 bytes from 10.0.0.8: icmp_seq=965 ttl=64 time=9205 ms
64 bytes from 10.0.0.8: icmp_seq=966 ttl=64 time=9182 ms
64 bytes from 10.0.0.8: icmp_seq=967 ttl=64 time=9153 ms
64 bytes from 10.0.0.8: icmp_seq=968 ttl=64 time=9135 ms
64 bytes from 10.0.0.8: icmp_seq=969 ttl=64 time=9112 ms
64 bytes from 10.0.0.8: icmp_seq=970 ttl=64 time=9331 ms
64 bytes from 10.0.0.8: icmp_seq=971 ttl=64 time=9299 ms
64 bytes from 10.0.0.8: icmp_seq=972 ttl=64 time=9283 ms
64 bytes from 10.0.0.8: icmp_seq=973 ttl=64 time=9257 ms
64 bytes from 10.0.0.8: icmp_seq=974 ttl=64 time=9235 ms
64 bytes from 10.0.0.8: icmp_seq=975 ttl=64 time=9208 ms
64 bytes from 10.0.0.8: icmp_seq=976 ttl=64 time=9188 ms
64 bytes from 10.0.0.8: icmp_seq=977 ttl=64 time=9406 ms
64 bytes from 10.0.0.8: icmp_seq=978 ttl=64 time=9381 ms
64 bytes from 10.0.0.8: icmp_seq=979 ttl=64 time=9357 ms
64 bytes from 10.0.0.8: icmp_seq=980 ttl=64 time=9333 ms
64 bytes from 10.0.0.8: icmp_seq=981 ttl=64 time=9306 ms
64 bytes from 10.0.0.8: icmp_seq=982 ttl=64 time=9284 ms
64 bytes from 10.0.0.8: icmp_seq=983 ttl=64 time=9260 ms
64 bytes from 10.0.0.8: icmp_seq=984 ttl=64 time=9480 ms
64 bytes from 10.0.0.8: icmp_seq=985 ttl=64 time=9457 ms
64 bytes from 10.0.0.8: icmp_seq=986 ttl=64 time=9436 ms
64 bytes from 10.0.0.8: icmp_seq=987 ttl=64 time=9409 ms
64 bytes from 10.0.0.8: icmp_seq=988 ttl=64 time=9389 ms
64 bytes from 10.0.0.8: icmp_seq=989 ttl=64 time=9365 ms
64 bytes from 10.0.0.8: icmp_seq=990 ttl=64 time=9341 ms
64 bytes from 10.0.0.8: icmp_seq=991 ttl=64 time=9316 ms
64 bytes from 10.0.0.8: icmp_seq=992 ttl=64 time=9536 ms
64 bytes from 10.0.0.8: icmp_seq=993 ttl=64 time=9510 ms
64 bytes from 10.0.0.8: icmp_seq=994 ttl=64 time=9490 ms
64 bytes from 10.0.0.8: icmp_seq=995 ttl=64 time=9464 ms
64 bytes from 10.0.0.8: icmp_seq=996 ttl=64 time=9441 ms
64 bytes from 10.0.0.8: icmp_seq=997 ttl=64 time=9417 ms
64 bytes from 10.0.0.8: icmp_seq=998 ttl=64 time=9394 ms
64 bytes from 10.0.0.8: icmp_seq=999 ttl=64 time=9611 ms
64 bytes from 10.0.0.8: icmp_seq=1000 ttl=64 time=9592 ms
64 bytes from 10.0.0.8: icmp_seq=1001 ttl=64 time=9565 ms
64 bytes from 10.0.0.8: icmp_seq=1002 ttl=64 time=9543 ms
64 bytes from 10.0.0.8: icmp_seq=1003 ttl=64 time=9520 ms
64 bytes from 10.0.0.8: icmp_seq=1004 ttl=64 time=9496 ms
64 bytes from 10.0.0.8: icmp_seq=1005 ttl=64 time=9471 ms
64 bytes from 10.0.0.8: icmp_seq=1006 ttl=64 time=9694 ms
64 bytes from 10.0.0.8: icmp_seq=1007 ttl=64 time=9665 ms
64 bytes from 10.0.0.8: icmp_seq=1008 ttl=64 time=9645 ms
64 bytes from 10.0.0.8: icmp_seq=1009 ttl=64 time=9618 ms
64 bytes from 10.0.0.8: icmp_seq=1010 ttl=64 time=9597 ms
64 bytes from 10.0.0.8: icmp_seq=1011 ttl=64 time=9572 ms
64 bytes from 10.0.0.8: icmp_seq=1012 ttl=64 time=9551 ms
64 bytes from 10.0.0.8: icmp_seq=1013 ttl=64 time=9526 ms
64 bytes from 10.0.0.8: icmp_seq=1014 ttl=64 time=9746 ms
64 bytes from 10.0.0.8: icmp_seq=1015 ttl=64 time=9721 ms
64 bytes from 10.0.0.8: icmp_seq=1016 ttl=64 time=9698 ms
64 bytes from 10.0.0.8: icmp_seq=1017 ttl=64 time=9672 ms
64 bytes from 10.0.0.8: icmp_seq=1025 ttl=64 time=9755 ms
64 bytes from 10.0.0.8: icmp_seq=1026 ttl=64 time=9742 ms
64 bytes from 10.0.0.8: icmp_seq=1027 ttl=64 time=9722 ms
64 bytes from 10.0.0.8: icmp_seq=1028 ttl=64 time=9703 ms
64 bytes from 10.0.0.8: icmp_seq=1029 ttl=64 time=9221 ms
64 bytes from 10.0.0.8: icmp_seq=1030 ttl=64 time=9196 ms
64 bytes from 10.0.0.8: icmp_seq=1031 ttl=64 time=9176 ms
64 bytes from 10.0.0.8: icmp_seq=1032 ttl=64 time=9160 ms
64 bytes from 10.0.0.8: icmp_seq=1033 ttl=64 time=9141 ms
64 bytes from 10.0.0.8: icmp_seq=1034 ttl=64 time=9123 ms
64 bytes from 10.0.0.8: icmp_seq=1035 ttl=64 time=9100 ms
64 bytes from 10.0.0.8: icmp_seq=1036 ttl=64 time=9322 ms
64 bytes from 10.0.0.8: icmp_seq=1037 ttl=64 time=9295 ms
64 bytes from 10.0.0.8: icmp_seq=1038 ttl=64 time=9276 ms
64 bytes from 10.0.0.8: icmp_seq=1039 ttl=64 time=9249 ms
64 bytes from 10.0.0.8: icmp_seq=1040 ttl=64 time=9228 ms
64 bytes from 10.0.0.8: icmp_seq=1041 ttl=64 time=9203 ms
64 bytes from 10.0.0.8: icmp_seq=1042 ttl=64 time=9181 ms
64 bytes from 10.0.0.8: icmp_seq=1043 ttl=64 time=9398 ms
64 bytes from 10.0.0.8: icmp_seq=1044 ttl=64 time=9377 ms
64 bytes from 10.0.0.8: icmp_seq=1045 ttl=64 time=9352 ms
64 bytes from 10.0.0.8: icmp_seq=1046 ttl=64 time=9332 ms
64 bytes from 10.0.0.8: icmp_seq=1047 ttl=64 time=9304 ms
64 bytes from 10.0.0.8: icmp_seq=1048 ttl=64 time=9282 ms
64 bytes from 10.0.0.8: icmp_seq=1049 ttl=64 time=9258 ms
64 bytes from 10.0.0.8: icmp_seq=1050 ttl=64 time=9477 ms
64 bytes from 10.0.0.8: icmp_seq=1051 ttl=64 time=9453 ms
64 bytes from 10.0.0.8: icmp_seq=1052 ttl=64 time=9434 ms
64 bytes from 10.0.0.8: icmp_seq=1053 ttl=64 time=9408 ms
64 bytes from 10.0.0.8: icmp_seq=1054 ttl=64 time=9388 ms
64 bytes from 10.0.0.8: icmp_seq=1055 ttl=64 time=9363 ms
64 bytes from 10.0.0.8: icmp_seq=1056 ttl=64 time=9342 ms
64 bytes from 10.0.0.8: icmp_seq=1057 ttl=64 time=9317 ms
64 bytes from 10.0.0.8: icmp_seq=1058 ttl=64 time=9539 ms
64 bytes from 10.0.0.8: icmp_seq=1059 ttl=64 time=9513 ms
64 bytes from 10.0.0.8: icmp_seq=1060 ttl=64 time=9493 ms
64 bytes from 10.0.0.8: icmp_seq=1061 ttl=64 time=9466 ms
64 bytes from 10.0.0.8: icmp_seq=1062 ttl=64 time=9443 ms
64 bytes from 10.0.0.8: icmp_seq=1063 ttl=64 time=9420 ms
64 bytes from 10.0.0.8: icmp_seq=1064 ttl=64 time=9396 ms
64 bytes from 10.0.0.8: icmp_seq=1065 ttl=64 time=9613 ms
64 bytes from 10.0.0.8: icmp_seq=1066 ttl=64 time=9592 ms
64 bytes from 10.0.0.8: icmp_seq=1067 ttl=64 time=9568 ms
64 bytes from 10.0.0.8: icmp_seq=1068 ttl=64 time=9547 ms
64 bytes from 10.0.0.8: icmp_seq=1069 ttl=64 time=9519 ms
64 bytes from 10.0.0.8: icmp_seq=1070 ttl=64 time=9497 ms
64 bytes from 10.0.0.8: icmp_seq=1071 ttl=64 time=9469 ms
64 bytes from 10.0.0.8: icmp_seq=1072 ttl=64 time=9690 ms
64 bytes from 10.0.0.8: icmp_seq=1073 ttl=64 time=9666 ms
64 bytes from 10.0.0.8: icmp_seq=1074 ttl=64 time=9644 ms
64 bytes from 10.0.0.8: icmp_seq=1075 ttl=64 time=9617 ms
64 bytes from 10.0.0.8: icmp_seq=1076 ttl=64 time=9597 ms
64 bytes from 10.0.0.8: icmp_seq=1077 ttl=64 time=9572 ms
64 bytes from 10.0.0.8: icmp_seq=1078 ttl=64 time=9552 ms
64 bytes from 10.0.0.8: icmp_seq=1086 ttl=64 time=9646 ms
64 bytes from 10.0.0.8: icmp_seq=1087 ttl=64 time=9627 ms
64 bytes from 10.0.0.8: icmp_seq=1088 ttl=64 time=9641 ms
64 bytes from 10.0.0.8: icmp_seq=1089 ttl=64 time=9622 ms
64 bytes from 10.0.0.8: icmp_seq=1090 ttl=64 time=9607 ms
64 bytes from 10.0.0.8: icmp_seq=1091 ttl=64 time=9574 ms
64 bytes from 10.0.0.8: icmp_seq=1092 ttl=64 time=9559 ms
64 bytes from 10.0.0.8: icmp_seq=1093 ttl=64 time=9770 ms
64 bytes from 10.0.0.8: icmp_seq=1094 ttl=64 time=9756 ms
64 bytes from 10.0.0.8: icmp_seq=1095 ttl=64 time=9732 ms
64 bytes from 10.0.0.8: icmp_seq=1096 ttl=64 time=9713 ms
64 bytes from 10.0.0.8: icmp_seq=1097 ttl=64 time=9690 ms
64 bytes from 10.0.0.8: icmp_seq=1098 ttl=64 time=9668 ms
64 bytes from 10.0.0.8: icmp_seq=1099 ttl=64 time=9643 ms
64 bytes from 10.0.0.8: icmp_seq=1100 ttl=64 time=9864 ms
64 bytes from 10.0.0.8: icmp_seq=1101 ttl=64 time=9841 ms
64 bytes from 10.0.0.8: icmp_seq=1102 ttl=64 time=9821 ms
64 bytes from 10.0.0.8: icmp_seq=1103 ttl=64 time=9794 ms
64 bytes from 10.0.0.8: icmp_seq=1104 ttl=64 time=9775 ms
64 bytes from 10.0.0.8: icmp_seq=1105 ttl=64 time=9752 ms
64 bytes from 10.0.0.8: icmp_seq=1106 ttl=64 time=9733 ms
64 bytes from 10.0.0.8: icmp_seq=1107 ttl=64 time=9707 ms
64 bytes from 10.0.0.8: icmp_seq=1108 ttl=64 time=9931 ms
64 bytes from 10.0.0.8: icmp_seq=1109 ttl=64 time=9907 ms
64 bytes from 10.0.0.8: icmp_seq=1110 ttl=64 time=9887 ms
64 bytes from 10.0.0.8: icmp_seq=1111 ttl=64 time=9862 ms
64 bytes from 10.0.0.8: icmp_seq=1112 ttl=64 time=9842 ms
64 bytes from 10.0.0.8: icmp_seq=1113 ttl=64 time=9817 ms
64 bytes from 10.0.0.8: icmp_seq=1114 ttl=64 time=9797 ms
64 bytes from 10.0.0.8: icmp_seq=1115 ttl=64 time=10015 ms
64 bytes from 10.0.0.8: icmp_seq=1116 ttl=64 time=9996 ms
64 bytes from 10.0.0.8: icmp_seq=1117 ttl=64 time=9972 ms
64 bytes from 10.0.0.8: icmp_seq=1118 ttl=64 time=9951 ms
64 bytes from 10.0.0.8: icmp_seq=1119 ttl=64 time=9928 ms
64 bytes from 10.0.0.8: icmp_seq=1120 ttl=64 time=9908 ms
64 bytes from 10.0.0.8: icmp_seq=1121 ttl=64 time=9885 ms
64 bytes from 10.0.0.8: icmp_seq=1122 ttl=64 time=9864 ms
64 bytes from 10.0.0.8: icmp_seq=1123 ttl=64 time=10083 ms
64 bytes from 10.0.0.8: icmp_seq=1124 ttl=64 time=10064 ms
64 bytes from 10.0.0.8: icmp_seq=1125 ttl=64 time=10033 ms
64 bytes from 10.0.0.8: icmp_seq=1126 ttl=64 time=10014 ms
64 bytes from 10.0.0.8: icmp_seq=1127 ttl=64 time=9991 ms
64 bytes from 10.0.0.8: icmp_seq=1128 ttl=64 time=9971 ms
64 bytes from 10.0.0.8: icmp_seq=1129 ttl=64 time=9944 ms
64 bytes from 10.0.0.8: icmp_seq=1130 ttl=64 time=10167 ms
64 bytes from 10.0.0.8: icmp_seq=1131 ttl=64 time=10145 ms
64 bytes from 10.0.0.8: icmp_seq=1132 ttl=64 time=10125 ms
64 bytes from 10.0.0.8: icmp_seq=1133 ttl=64 time=10098 ms
64 bytes from 10.0.0.8: icmp_seq=1134 ttl=64 time=10076 ms
64 bytes from 10.0.0.8: icmp_seq=1135 ttl=64 time=10050 ms
